id,legal_name,doing_business_as_name,address,state,city,zip_code,ward,precinct,ward_precinct,police_district,latitude,longitude,location,location_precise,business_activity_array,business_activity_id_array,standardized_activities_array,osm_vicinity,osm_matched,osm_name,osm_activities,google_matched,name,google_address,website,phone_number,business_status
2205588-20220316,FACILITY CAPITAL CORPORATION,FACILITY CAPITAL CORPORATION,4131 N MONITOR AVE 1ST,IL,CHICAGO,60634,38.0,40.0,38-40,16.0,41.955869548,-87.77305599,"(41.9558695, -87.773056)","(41.955869547808746, -87.77305598970456)","('Other Home Based Businesses',)","('724',)","('',)",False,False,False,False,False,,,,,
2138677-20220616,GOVINDAM INC.,MISKAS LIQUORS,6410-6416 W 63RD ST,IL,CHICAGO,60638,13.0,22.0,13-22,8.0,41.777778359,-87.781786942,"(41.7777784, -87.7817869)","(41.777778359158, -87.78178694228211)","('Tavern - Consumption of Liquor on Premise', 'Retail Sales of Packaged Liquor', 'Retail Sale of Tobacco')","('763, 829, 77',)","('bar', 'liquor_store', 'tobacco')",False,False,False,False,True,Miska's Liquor Store,6410 W 63rd St,https://miskas-liquor-store.business.site/,+1 773-586-3484,OPERATIONAL
2262899-20211016,"QUEST PHYSICAL THERAPY, LTD.","QUEST PHYSICAL THERAPY, LTD.",5935 W MONTROSE AVE 1ST,IL,CHICAGO,60634,38.0,,38-,,41.960255526,-87.776012919,"(41.9602555, -87.7760129)","(41.96025552563144, -87.77601291855686)","('Retail Sales of General Merchandise and Non-Perishable Food',)","('767',)","('store',)",False,False,False,False,True,Quest Physical Therapy Ltd,5935 W Montrose Ave,,+1 773-685-0911,OPERATIONAL
2766914-20201231,PREMIUM BRANDS OPCO LLC,LOFT # 1879,901 W WEED ST,IL,CHICAGO,60642,27.0,37.0,27-37,18.0,41.909702583,-87.651178804,"(41.9097026, -87.6511788)","(41.90970258309405, -87.65117880416885)","('Retail Sales of General Merchandise',)","('904',)","('store',)",False,False,False,False,True,LOFT,901 W Weed St,https://stores.loft.com/il/chicago/901-west-weed-street.html?y_source=1_MjMyODUzMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 312-649-5769,OPERATIONAL
2216289-20211016,MARYLAND PIG OF ILLINOIS,MARYLAND PIG OF ILLINOIS,12901 S STONY ISLAND AVE,IL,CHICAGO,60633,10.0,40.0,10-40,4.0,41.66170144,-87.578184213,"(41.6617014, -87.5781842)","(41.66170144002807, -87.57818421347783)","('Storage or Use of Hazardous Materials',)","('816',)","('hazardous_materials',)",False,False,False,False,True,Maryland Pig Iron of Illinois,12901 S Stony Is Ave,,+1 773-646-2074,OPERATIONAL
2385370-20210116,"J&R T.C., INC.",NATIONWIDE TORQUE CONVERTER,4256 W DIVERSEY AVE 1ST,IL,CHICAGO,60639,31.0,,31-,,41.931811681,-87.733780746,"(41.9318117, -87.7337807)","(41.93181168104503, -87.73378074614565)","('Machinery Manufacturing', 'Miscellaneous Manufacturing')","('929, 70',)","('manufacturing', 'manufacturing')",False,False,False,False,True,ntc torque converter,4256 W Diversey Ave,http://www.ntc-2.com/,+1 773-292-9262,OPERATIONAL
2802582-20211215,DAMENWOOD PETROLEUM INC,MOBIL,4632-4640 N DAMEN AVE 1,IL,CHICAGO,60625,47.0,,47-,,41.96605186,-87.679256002,"(41.9660519, -87.679256)","(41.966051860304724, -87.67925600194583)","('Retail Sales of General Merchandise and Non-Perishable Food', 'Retail Sales of Perishable Foods', 'Retail Sales of Tobacco and Flavored Tobacco Products', 'Operation of a Fuel Filling Station')","('937, 666, 767, 77',)","('store', 'food', 'tobacco', 'gas_station')",False,False,False,False,True,Mobil,4644 N Damen Ave,https://www.mobil.com/en/,,CLOSED_TEMPORARILY
2850820-20220601,SRAYA SALES INC.,WESTERN AUTO CARE,9049-9059 S WESTERN AVE,IL,CHICAGO,60643,19.0,56.0,19-56,22.0,41.72861214,-87.682154999,"(41.7286121, -87.682155)","(41.72861214014875, -87.68215499904831)","('Motor Vehicle Repair -  Engine and Transmission Work', 'Install/Replace Car Batteries', 'Provide Oil Change Services')","('712, 1045, 104',)","('',)",False,False,False,False,True,Western Auto Care,9049 S Western Ave,,+1 773-980-1010,OPERATIONAL
2840140-20220401,"LITTLE CAESAR ENTERPRISES, INC.",Little Caesar Pizza Treat #1605,4830 W DIVERSEY AVE,IL,CHICAGO,60639,31.0,,31-,,41.931626891,-87.747866306,"(41.9316269, -87.7478663)","(41.93162689120521, -87.74786630627652)","('Sale of Food Prepared Onsite Without Dining Area', 'Retail Sales of General Merchandise and Non-Perishable Food')","('782, 76',)","('meal_takeaway', 'store')",7492011750,True,Little Caesars,['fast_food'],True,Little Caesars Pizza,4830 W Diversey Ave,https://littlecaesars.com/en-us/store/350,+1 773-725-2400,OPERATIONAL
2404406-20210616,"PAK VENTURES, INC.",MAIDPRO OF CHICAGO,850 N DAMEN AVE 1ST,IL,CHICAGO,60622,2.0,17.0,2-17,12.0,41.897434213,-87.677242656,"(41.8974342, -87.6772427)","(41.89743421346124, -87.67724265624274)","('Residential Cleaning Services',)","('753',)","('cleaning',)",False,False,False,False,True,MaidPro Chicago - Wicker Park,850 N Damen Ave,http://www.maidpro.com/chicago/,+1 773-292-0520,OPERATIONAL
2470294-20220616,AMER SPORTS WINTER & OUTDOOR COMPANY,Arc'teryx,1630 N DAMEN AVE 1,IL,CHICAGO,60647,2.0,36.0,2-36,14.0,41.911392541,-87.677631589,"(41.9113925, -87.6776316)","(41.911392541366574, -87.67763158902858)","('Retail Sales of Clothing / Accessories / Shoes',)","('911',)","('clothing_store',)",False,False,False,False,True,Arc'teryx Bucktown Outlet,1630 N Damen Ave,https://stores.arcteryx.com/chicagobucktown,+1 773-697-7381,OPERATIONAL
2872422-20220920,AGAPE FUNERAL SERVICES INC.,AGAPE FUNERAL SERVICES INC.,5110-5114 S WESTERN AVE,IL,CHICAGO,60609,14.0,17.0,14-17,9.0,41.800772706,-87.684360175,"(41.8007727, -87.6843602)","(41.80077270559714, -87.68436017463115)","('Retail Sale of Funeral Related Items',)","('977',)","('funeral_store',)",False,False,False,False,False,,,,,
2830880-20220426,EL RUISENOR DAY CARE CENTER CORP.,EL RUISENOR Y LA LUNA ACADEMY,2708 W PETERSON AVE 1,IL,CHICAGO,60659,40.0,10.0,40-10,24.0,41.990563619,-87.697364798,"(41.9905636, -87.6973648)","(41.99056361928264, -87.69736479750581)","('Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm With Before and After School Programs',)","('821',)","('',)",False,False,False,False,False,,,,,
1352261-20201116,LISA LANDERS,WICKER PARK CLEANERS,1250 N DAMEN AVE,IL,CHICAGO,60622,1.0,17.0,1-17,14.0,41.904813057,-87.677449337,"(41.9048131, -87.6774493)","(41.90481305692887, -87.67744933730269)","('Dry Cleaning - Drop Off Location',)","('648',)","('laundry',)",False,False,False,False,True,Wicker Park Cleaners,1250 N Damen Ave,https://www.wickerparkapartments.com/TPage.php?TID=4,+1 773-489-5531,OPERATIONAL
2738187-20220716,GROUND UP 363 ERIE LLC,GROUND UP CAFE,363 W ERIE ST 1 125,IL,CHICAGO,60654,42.0,,42-,,41.893830491,-87.638001366,"(41.8938305, -87.6380014)","(41.89383049141334, -87.63800136560666)","('Retail Sales of General Merchandise and Non-Perishable Food', 'Sale of Food Prepared Onsite With Dining Area')","('781, 76',)","('store', 'restaurant')",False,False,False,False,True,Ground Up Coffee & Bites,363 W Erie St,http://www.groundupchicago.com/,+1 312-600-9128,OPERATIONAL
2263913-20210716,"WING WAH LAU RESTAURANT CHICAGO, INC.",WING WAH LAU RESTAURANT,4340 S ARCHER AVE 1ST,IL,CHICAGO,60632,15.0,23.0,15-23,9.0,41.814554271,-87.703721299,"(41.8145543, -87.7037213)","(41.814554270530905, -87.70372129941862)","('Preparation of Food and Dining on Premise With Seating',)","('735',)","('restaurant',)",False,False,False,False,True,Wing Wah Lau Restaurant,4340 S Archer Ave,https://chicagowingwahlau.com/,+1 773-247-1663,OPERATIONAL
2813494-20220616,WINDY CITY PARKING INC.,WINDY CITY PARKING,35 W WACKER DR 1ST,IL,CHICAGO,60601,42.0,10.0,42-10,1.0,41.886709667,-87.629303031,"(41.8867097, -87.629303)","(41.88670966670664, -87.6293030309932)","('Valet Parking Operator',)","('855',)","('parking',)",False,False,False,False,True,Greenway Garage,58 W Kinzie St,https://www.greenwayselfpark.com/,+1 312-527-1265,OPERATIONAL
2786833-20220216,"MOOVERS CHICAGO, INC.",Moovers Chicago Inc,5359 N KEDZIE AVE GROUND LEVEL,IL,CHICAGO,60625,40.0,,40-,,41.979178077,-87.708618098,"(41.9791781, -87.7086181)","(41.9791780766213, -87.70861809820055)","('Moving Company',)","('941',)","('moving_company',)",False,False,False,False,True,Moovers Chicago INC,5359 N Kedzie Ave,https://mooverschicago.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,+1 773-474-2691,OPERATIONAL
1975304-20201116,"BIJORA, INC.",AKIRA,835-845 N MICHIGAN AVE 5TH 987W,IL,CHICAGO,60611,2.0,37.0,2-37,18.0,41.897740856,-87.623961316,"(41.8977409, -87.6239613)","(41.897740856252504, -87.62396131598219)","('Retail Sales of Clothing / Accessories / Shoes',)","('911',)","('clothing_store',)",False,False,False,False,True,AKIRA,835 Michigan Ave,http://www.shopakira.com/,+1 312-858-0255,OPERATIONAL
2622467-20220916,ANDERSEN TAX LLC,ANDERSEN TAX LLC,71 S WACKER DR 26 2600,IL,CHICAGO,60606,42.0,,42-,,41.880717575,-87.636589107,"(41.8807176, -87.6365891)","(41.880717575265145, -87.63658910737162)","('Tax Preparation Services',)","('197',)","('tax_services',)",False,False,False,False,True,"Andersen Tax, LLC",71 S Wacker Dr,https://www.andersentax.com/,+1 312-357-3950,OPERATIONAL
2797179-20210701,"HARMONY MIND-BODY FITNESS, INC",Harmony Mind-Body Fitness,1802 N HALSTED ST  STE 1,IL,CHICAGO,60614,43.0,,43-,,41.913987802,-87.648511964,"(41.9139878, -87.648512)","(41.91398780218873, -87.64851196357394)","('Fitness Classes',)","('926',)","('gym',)",False,False,False,False,True,"Harmony Mind Body Fitness, Inc.",1802 N Halsted St,,+1 312-498-7022,OPERATIONAL
2516785-20220416,"KL NAILS, INC.",KL NAILS INC.,3564 S HALSTED ST 1ST,IL,CHICAGO,60609,11.0,25.0,11-25,9.0,41.828908553,-87.646208164,"(41.8289086, -87.6462082)","(41.82890855284299, -87.64620816394924)","('Hair, Nail, and Skin Care Services',)","('144',)","('beauty_salon',)",False,False,False,False,True,Kl Nails,3564 S Halsted St,,+1 773-565-4636,OPERATIONAL
35407-20220416,M C A PIZZA INC.,DOMINO'S PIZZA,3144 W DEVON AVE 1ST,IL,CHICAGO,60659,50.0,10.0,50-10,24.0,41.997509637,-87.70871561,"(41.9975096, -87.7087156)","(41.997509636592596, -87.70871560955086)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,True,Domino's Pizza,3144 W Devon Ave,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,+1 773-743-3030,OPERATIONAL
2615795-20220816,FUNG'S CHOP SUEY INC.,FUNG'S CHOP SUEY INC.,1400 E 47TH DR 1ST I,IL,CHICAGO,60653,4.0,10.0,4-10,2.0,41.809795483,-87.592373867,"(41.8097955, -87.5923739)","(41.80979548271692, -87.59237386663331)","('Sale of Food Prepared Onsite Without Dining Area',)","('782',)","('meal_takeaway',)",False,False,False,False,True,Fung's Chop Suey,1400 E 47th St,http://www.fungschopsuey.com/,+1 773-924-2328,OPERATIONAL
2217876-20201216,"CELADON HOLDINGS, LLC","CELADON HOLDINGS, LLC",30 S WACKER DR 22ND 2200,IL,CHICAGO,60606,42.0,12.0,42-12,1.0,41.881407212,-87.637155093,"(41.8814072, -87.6371551)","(41.88140721163485, -87.63715509324663)","('Acquisition and Improvement of Land/Residential Buildings Residential Real Estate Developer',)","('601',)","('',)",False,False,False,False,False,,,,,
2578841-20220216,"ELEGANT NAILS, INC.",ELEGANT NAILS,21 W ELM ST 1ST,IL,CHICAGO,60610,2.0,42.0,2-42,18.0,41.90305169,-87.629492255,"(41.9030517, -87.6294923)","(41.903051690408304, -87.62949225461388)","('Nail Services',)","('895',)","('nail_care',)",False,False,False,False,True,Elegant Nails,21 W Elm St,,+1 312-266-2498,OPERATIONAL
2617249-20220816,YAN LIN-WINCHELL,L. Y. NAIL,7600 S PULASKI RD 1ST 1S,IL,CHICAGO,60652,18.0,15.0,18-15,8.0,41.75504428,-87.722315514,"(41.7550443, -87.7223155)","(41.75504427973339, -87.72231551402173)","('Nail Services',)","('895',)","('nail_care',)",False,False,False,False,True,Ly Nails, W 76th St,,+1 773-912-6685,OPERATIONAL
2232129-20211016,"ADVANCE STORES COMPANY, INCORPORATED",ADVANCE AUTO PARTS #7184,8501 S COTTAGE GROVE AVE,IL,CHICAGO,60619,8.0,61.0,8-61,6.0,41.740182171,-87.604777269,"(41.7401822, -87.6047773)","(41.740182171256215, -87.60477726906053)","('Sale of Vehicle Parts and Accessories',)","('792',)","('car_parts',)",False,False,False,False,True,Advance Auto Parts,8501 S Cottage Grove Ave,https://stores.advanceautoparts.com/il/chicago/8501-s-cottage-grove-ave?utm_medium=local&utm_source=yext-gmb&utm_content=gmb-2016-12-29&utm_campaign=aap,+1 773-231-5410,OPERATIONAL
2608475-20220816,B'Z TEA LLC,B'Z TEA LLC,9455 S VERNON AVE 1ST,IL,CHICAGO,60619,9.0,24.0,9-24,6.0,41.722120423,-87.612792332,"(41.7221204, -87.6127923)","(41.72212042343534, -87.612792332483)","('Shared Kitchen User - Long Term',)","('804',)","('food',)",False,False,False,False,False,,,,,
2206225-20220716,MILDRED R. GARCIA,BEEKON-HOUSE,10047 S AVENUE N,IL,CHICAGO,60617,10.0,26.0,10-26,4.0,41.712524867,-87.538756639,"(41.7125249, -87.5387566)","(41.71252486738108, -87.53875663855442)","('Operation of Single Room Occupancy Building',)","('809',)","('',)",False,False,False,False,True,Beekon House Group Home,10047 S Ave N,,+1 773-768-4990,OPERATIONAL
1443476-20221016,"HAFIZ FOODMART, INC.",DEVON & RIDGE SHELL,6401 N RIDGE BLVD,IL,CHICAGO,60626,50.0,28.0,50-28,24.0,41.998088917,-87.676740368,"(41.9980889, -87.6767404)","(41.9980889165408, -87.67674036828906)","('Retail Sales of Perishable Foods', 'Retail Sale of Tobacco', 'Motor Vehicle Repair -  Engine and Transmission Work', 'Operation of a Fuel Filling Station')","('712, 666, 763, 77',)","('food', 'tobacco', 'gas_station')",False,False,False,False,True,Shell,6401 N Ridge Blvd,https://find.shell.com/us/fuel/10008832-6401-n-ridge-blvd,+1 773-262-1432,OPERATIONAL
2791785-20210928,ZUCCI'S EVENTS & DINING INC.,ZUCCI'S EVENTS & DINING INC.,6320 N LINCOLN AVE  A,IL,CHICAGO,60659,50.0,,50-,,41.996139331,-87.716968345,"(41.9961393, -87.7169683)","(41.996139331170895, -87.71696834498202)","('Preparation of Food and Dining on Premise With Seating',)","('735',)","('restaurant',)",False,False,False,False,False,,,,,
2637274-20210116,"CAFE JUMPING BEAN, INC.",L CAFECITO JUMPING BEAN,2010 S DAMEN AVE 1ST,IL,CHICAGO,60608,25.0,30.0,25-30,12.0,41.854548164,-87.676055732,"(41.8545482, -87.6760557)","(41.85454816429968, -87.67605573204398)","('Sale of Food Prepared Onsite Without Dining Area',)","('782',)","('meal_takeaway',)",6319862087,True,L Cafecito Jumping Bean,['cafe'],True,'L' Cafecito Jumping Bean,2010 S Damen Ave,https://cafejumpingbean.wordpress.com/menu-2/,+1 312-366-2930,OPERATIONAL
2791662-20210625,"AMP Pilates West Loop, LLC",Club Pilates West Loop,907 W MADISON ST,IL,CHICAGO,60607,25.0,,25-,,41.881621524,-87.650015215,"(41.8816215, -87.6500152)","(41.8816215244176, -87.65001521478436)","('Retail Sales of General Merchandise', 'Fitness Classes')","('904, 92',)","('store', 'gym')",False,False,False,False,True,Club Pilates,907 W Madison St,https://www.clubpilates.com/location/westloop/?utm_source=google.com&utm_medium=referral&utm_campaign=yext,+1 312-800-8467,OPERATIONAL
2348757-20210216,"WHOLE FOODS MARKET GROUP, INC.",WHOLE FOODS MARKET,6009 N BROADWAY,IL,CHICAGO,60660,48.0,31.0,48-31,24.0,41.991181753,-87.660155083,"(41.9911818, -87.6601551)","(41.9911817534467, -87.6601550832236)","('Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM', 'Retail Sales of Perishable Foods', 'Retail Sales of General Merchandise', 'Consumption of Liquor on Premises', 'Retail Sales of Packaged Liquor', 'Deli, Butcher or Bakery', 'Retail Sales of General Merchandise and Non-Perishable Food', 'Retail Sales of Fresh Fruits and Vegetables Leafy and Non Leafy Vegetables', 'Preparation of Food, Coffee or Drinks')","('640, 736, 932, 774, 775, 904, 766, 638, 76',)","('liquor_store', 'food', 'store', 'bar', 'liquor_store', 'bakery', 'store', 'food')",False,False,False,False,True,Whole Foods Market,6009 N Broadway,https://www.wholefoodsmarket.com/stores/chicagoedgewater,+1 773-506-7600,OPERATIONAL
53949-20211116,2609 WEST FULLERTON AVENUE CORPORATION,BOB INN,2609 W FULLERTON AVE 1ST,IL,CHICAGO,60647,1.0,16.0,1-16,14.0,41.924741604,-87.692969028,"(41.9247416, -87.692969)","(41.92474160383676, -87.69296902848737)","('Tavern - Consumption of Liquor on Premise',)","('829',)","('bar',)",6268240223,True,Bob Inn,['bar'],True,Bob Inn,2609 W Fullerton Ave,,+1 773-342-2309,OPERATIONAL
2608806-20220716,"KYMYARDA CLEANING SERVICE, LLC","KYMYARDA CLEANING SERVICE, LLC",8345 S KILBOURN AVE 1ST,IL,CHICAGO,60652,18.0,24.0,18-24,8.0,41.74061729,-87.733622065,"(41.7406173, -87.7336221)","(41.740617289944936, -87.7336220650147)","('Residential Cleaning Home Based Business',)","('752',)","('',)",False,False,False,False,False,,,,,
2781405-20210408,QUEENS DIAMOND BOUTIQUE LLC,QUEENS DIAMOND BOUTIQUE,5851 W MADISON ST 1,IL,CHICAGO,60644,29.0,,29-,,41.880025978,-87.771677531,"(41.880026, -87.7716775)","(41.88002597766303, -87.77167753137182)","('Retail Sales of Clothing / Accessories / Shoes',)","('911',)","('clothing_store',)",False,False,False,False,True,Queens Diamond Boutique,5845 W Madison St,https://www.queensdiamondboutique.com/,+1 312-402-8979,OPERATIONAL
2206012-20211216,JOSE NEGRETE,NC CONSTRUCTION,3411 S OAKLEY AVE,IL,CHICAGO,60608,12.0,3.0,12-3,9.0,41.831753445,-87.682503091,"(41.8317534, -87.6825031)","(41.8317534446138, -87.68250309115076)","('Home Repair Services',)","('673',)","('home',)",False,False,False,False,False,,,,,
2495809-20210116,ESCAPE ARTISTRY II LLC,ESCAPE ARTISTRY II LLC,1342 N MILWAUKEE AVE 2,IL,CHICAGO,60622,1.0,10.0,1-10,14.0,41.906104868,-87.671006755,"(41.9061049, -87.6710068)","(41.90610486833412, -87.67100675475538)","('Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee',)","('746',)","('amusement',)",False,False,False,False,True,Escape Artistry - Time Gallery, ,https://escape-artistry.com/escape-the-room/the-time-gallery/,+1 773-789-9535,OPERATIONAL
2391594-20220616,"MARY COOK ASSOCIATES, INC.",Mary Cook Associates,4011 N RAVENSWOOD AVE 1 112,IL,CHICAGO,60613,47.0,,47-,,41.954603016,-87.673652191,"(41.954603, -87.6736522)","(41.95460301600229, -87.6736521913905)","('Administrative Commercial Office',)","('602',)","('administrative_office',)",False,False,False,False,True,Mary Cook Associates,4011 N Ravenswood Ave,http://www.marycook.com/,+1 773-975-9500,OPERATIONAL
2213839-20210116,CENTURY TRANSMISSION,CENTURY TRANSMISSION,5042 W FULLERTON AVE,IL,CHICAGO,60639,31.0,51.0,31-51,25.0,41.924260779,-87.752952796,"(41.9242608, -87.7529528)","(41.92426077906617, -87.75295279574033)","('Motor Vehicle Repair -  Engine and Transmission Work',)","('712',)","('',)",False,False,False,False,True,Century Transmission Inc,5044 W Fullerton Ave,http://centurytransmission.net/,+1 773-745-3414,OPERATIONAL
2321289-20220516,Care For Soul Inc,Care For soul Inc,2705 W DEVON AVE MAIN,IL,CHICAGO,60659,50.0,,50-,,41.997488082,-87.697420082,"(41.9974881, -87.6974201)","(41.99748808205891, -87.69742008215891)","('Provide Home Health Care Services',)","('464',)","('home',)",False,False,False,False,True,Care for Soul Inc,2705 W Devon Ave,https://careforsoulinc.com/,+1 773-654-1236,OPERATIONAL
2214750-20220316,"LKQ PICK YOUR PART MIDWEST, LLC","LKQ PICK YOUR PART MIDWEST, LLC",4555 W NORTH AVE,IL,CHICAGO,60639,37.0,3.0,37-3,25.0,41.90958301,-87.74073549,"(41.909583, -87.7407355)","(41.909583010456466, -87.7407354900884)","('Storage or Use of Hazardous Materials On Site MVR', 'Sale and Storage of Tires 100 - 1000', 'Buying and Reselling of Used Valuable Objects')","('624, 818, 77',)","('used_goods',)",False,False,False,False,True,LKQ Pick Your Part - Chicago,4555 W North Ave,https://locations.lkqpickyourpart.com/en-us/il/chicago/4555-w-north-avenue/,+1 800-962-2277,OPERATIONAL
